latitude,longitude,Entire home,accommodates,bathrooms,bedrooms,beds,cleaning_fee,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,price
34.10260308,-118.3354246,1,3,1,0,1,65 ,1,115,87,1,94
34.102608,-118.3485196,0,2,1,1,1,15 ,1,7,89,0,120
34.10261962,-118.3358979,1,10,1,2,7,145 ,1,1,60,1,234
34.10262104,-118.3349585,1,2,1,0,1,55 ,1,4,70,1,107
34.10262303,-118.3316615,1,5,1,0,2,55 ,1,1,100,1,126
34.1026318,-118.3315211,1,2,1,1,1,75 ,1,8,95,1,125
34.10263473,-118.3397398,1,2,1,0,1,60 ,1,77,89,1,50
34.10264275,-118.3320515,0,2,1,0,1,0 ,1,7,94,1,75
34.102647,-118.3157071,1,8,2,2,5,100 ,1,14,90,1,169
34.10264742,-118.3332143,1,5,1,1,2,90 ,1,1,100,0,130
34.10265061,-118.3332972,1,2,1,0,1,0 ,12,1,100,0,90
34.1026646,-118.34979,1,4,1,1,2,55 ,1,50,91,1,112
34.10266611,-118.334641,1,3,1,0,2,60 ,1,12,85,1,85
34.10266743,-118.3154648,1,7,1,2,3,60 ,1,50,93,1,141
34.10266778,-118.3476677,1,3,1,0,1,70 ,1,2,100,1,89
34.10267378,-118.3104019,1,4,1,0,2,25 ,1,30,94,1,135
34.10268612,-118.3388961,1,5,1,1,4,99 ,1,89,98,1,199
34.10268753,-118.3429622,1,4,1,1,2,70 ,1,50,91,0,99
34.10268796,-118.3385369,1,2,1,1,1,99 ,14,18,89,1,180
34.10270605,-118.3148766,1,7,2,2,3,99 ,1,3,100,0,200
34.10271421,-118.333198,1,6,1,2,3,100 ,14,78,92,1,149
34.10271936,-118.3319778,0,2,1,1,1,35 ,3,14,100,1,75
34.10272917,-118.3253461,1,2,1,1,1,70 ,15,1,100,1,225
34.10273084,-118.3445921,1,5,2,2,2,50 ,1,17,93,1,135
34.10273958,-118.3495001,1,6,2,2,3,55 ,2,111,95,1,129
34.10273982,-118.3390077,1,8,2,3,5,125 ,1,36,92,1,349
34.1027432,-118.3429647,1,2,1,0,1,150 ,30,3,93,0,80
34.10274409,-118.3381203,0,4,1.5,1,1,30 ,3,10,98,1,125
34.1027618,-118.3239086,1,6,1,2,4,149 ,5,11,78,1,165
34.1027718,-118.3146188,1,10,3,4,5,220 ,4,6,97,0,400
34.10278082,-118.3472991,1,3,1,0,2,70 ,1,13,91,1,90
34.1027821,-118.3411048,1,2,1,0,1,70 ,1,144,91,1,145
34.10279604,-118.3441827,1,1,1,1,1,80 ,29,10,96,0,99
34.10280057,-118.3341313,1,6,1,2,2,30 ,1,2,50,1,150
34.10280513,-118.342713,1,6,2,2,4,40 ,2,21,85,0,105
34.1028093,-118.337874,1,8,2,2,6,99 ,1,64,91,1,199
34.10281178,-118.3379961,1,6,1.5,3,3,110 ,2,223,96,0,219
34.10281304,-118.3317756,1,6,1,2,5,99 ,1,60,92,1,279
34.10281487,-118.3312873,1,4,1,1,2,0 ,2,1,100,0,149
34.10281611,-118.3475765,1,3,1,0,1,70 ,1,7,97,1,90
34.1028191,-118.3438189,1,2,1,0,1,70 ,3,7,100,1,125
34.1028194,-118.3103557,1,2,1,1,1,60 ,2,18,98,0,75
34.10282252,-118.3306318,1,6,2,2,3,89 ,1,10,62,1,229
34.10282567,-118.3136377,0,1,1,0,1,85 ,5,1,100,0,69
34.10282813,-118.3334772,0,4,1,1,2,0 ,1,4,90,0,70
34.10283453,-118.3445108,0,2,1,2,3,75 ,6,2,100,0,120
34.10283841,-118.3403617,1,6,1,1,2,60 ,1,165,81,0,139
34.10283985,-118.3317528,1,6,1,2,3,120 ,2,11,98,1,250
34.10284458,-118.3420693,1,3,1,1,2,80 ,1,46,87,0,95
34.1028497,-118.3260386,1,8,2,2,4,80 ,3,14,97,1,349
34.10285162,-118.3230775,0,2,1,1,1,45 ,2,1,100,0,163
34.10286565,-118.3469118,1,8,3,3,5,140 ,1,149,97,1,299
34.10287334,-118.3311946,1,2,1,0,1,75 ,1,26,91,1,63
34.10287397,-118.3313704,1,2,1,0,1,50 ,3,1,100,1,99
34.10288151,-118.3226186,1,6,1,0,4,80 ,2,4,85,1,199
34.10288297,-118.3115314,1,6,2,2,6,99 ,1,14,99,1,279
34.10288542,-118.3312043,0,2,1,0,1,0 ,1,18,91,0,75
34.10288678,-118.3146624,1,6,2,2,2,99 ,1,3,100,0,180
34.10288764,-118.3300507,1,6,1,1,4,70 ,2,87,87,1,149
34.10288776,-118.3395151,1,8,2,2,5,99 ,1,18,84,1,311
34.10289405,-118.3470637,1,3,1,1,1,35 ,25,3,100,0,115
34.10289886,-118.3490224,1,5,1,1,3,90 ,1,8,93,1,149
34.10290221,-118.3279231,1,6,2,2,3,115 ,2,5,88,1,299
34.10290461,-118.3349001,1,7,1,2,4,45 ,1,31,92,1,178
34.10291071,-118.312077,1,6,1,1,2,99 ,1,6,97,0,179
34.10291583,-118.3304402,1,3,1,1,2,45 ,1,20,91,1,119
34.10291929,-118.3452849,1,8,3,3,5,140 ,1,6,100,1,299
34.10292131,-118.3426353,1,2,1,0,1,150 ,30,3,87,0,69
34.10292862,-118.3117254,1,2,1,1,1,0 ,1,27,95,0,90
34.10293462,-118.3334815,1,6,1,1,4,49 ,1,12,90,1,144
34.10294615,-118.3337049,1,4,1,1,1,10 ,2,86,89,1,157
34.10294745,-118.3378966,1,8,2,3,5,99 ,1,113,98,1,245
34.10294982,-118.3358424,1,8,2,3,3,99 ,1,233,97,1,299
34.10295102,-118.3372537,1,6,1,1,3,55 ,1,90,89,1,139
34.10297151,-118.3454458,1,2,1,1,1,75 ,1,35,98,0,100
34.10297781,-118.329859,1,4,1,0,3,90 ,1,10,92,1,145
34.10298168,-118.3436814,0,3,1,1,2,25 ,1,3,80,0,35
34.10298749,-118.3384374,0,4,2,1,5,10 ,1,3,80,0,108
34.10299103,-118.351659,1,8,3.5,3,6,333 ,3,24,99,0,408
34.10299675,-118.3375267,1,3,1,0,1,55 ,1,49,94,1,99
34.10300173,-118.3475342,1,4,1,1,2,50 ,2,5,84,1,93
34.10300854,-118.3432462,1,5,1,0,2,110 ,1,12,93,1,199
34.10303872,-118.3360063,1,4,1,1,2,65 ,2,5,100,0,95
34.10304417,-118.3387456,1,5,1,1,3,79 ,1,11,98,1,249
34.10304419,-118.3451689,1,2,1,0,0,250 ,31,3,100,0,98
34.10304904,-118.3391008,1,7,2,2,5,99 ,1,20,87,1,249
34.10305039,-118.3306377,1,6,2,2,3,99 ,1,13,97,1,259
34.10305309,-118.3296739,1,2,1,0,0,50 ,1,6,100,1,89
34.10305459,-118.3248085,0,2,1,1,1,100 ,4,26,97,1,75
34.10305523,-118.3335473,0,2,1,1,1,15 ,1,313,92,1,50
34.10305528,-118.345985,1,3,1,0,1,70 ,1,11,96,1,100
34.10306077,-118.3380746,1,6,2,2,3,120 ,2,11,92,0,209
34.10306323,-118.339319,1,6,1,1,4,79 ,1,14,97,1,174
34.10308164,-118.3416835,1,3,1,1,2,65 ,1,7,97,1,99
34.10308271,-118.3457189,1,8,3,3,5,140 ,1,38,96,1,299
34.1030948,-118.3453227,0,2,1,1,2,39 ,1,13,100,1,54
34.10309858,-118.3240859,1,2,1,1,1,45 ,1,11,82,0,89
34.10311592,-118.3318097,1,5,1,2,3,60 ,2,99,83,1,128
34.10311597,-118.3376038,1,8,2,3,7,110 ,1,33,87,1,319
34.10312358,-118.3392844,1,6,2,2,6,99 ,1,38,96,1,339
34.10312754,-118.3477873,1,4,1,2,2,70 ,1,36,93,1,120
34.10313623,-118.3474787,1,3,1,0,2,70 ,1,9,89,1,89
34.10314068,-118.3359671,1,4,1,1,3,70 ,1,11,87,0,170
34.10314238,-118.3321795,1,3,1,0,2,60 ,1,62,95,1,110
34.10315921,-118.3391781,1,6,2,2,6,99 ,1,17,91,1,279
34.10315961,-118.3432673,1,2,1,0,1,150 ,30,2,90,0,75
34.1031604,-118.3374883,1,6,2,2,2,25 ,1,110,98,1,198
34.1031637,-118.3418092,1,6,2,2,4,129 ,1,46,92,1,147
34.10316603,-118.3337403,1,3,1,0,2,30 ,1,41,95,1,1000
34.10317253,-118.3386944,1,6,2,2,6,99 ,1,25,94,1,403
34.10318683,-118.3469799,1,4,1,1,2,90 ,1,5,100,1,169
34.10318856,-118.3394008,1,8,2,3,6,115 ,1,21,93,1,299
34.10319124,-118.3316191,1,7,1,2,4,65 ,1,50,88,1,189
34.10319303,-118.3312626,1,2,1,0,1,25 ,3,1,100,1,100
34.10319337,-118.3358213,1,6,1,2,2,100 ,4,44,99,1,250
34.10320289,-118.3428817,1,3,1,1,1,60 ,1,23,90,1,130
34.1032109,-118.3150205,1,2,1,1,1,25 ,1,31,98,1,48
34.10321149,-118.3194782,1,2,1,0,1,49 ,1,5,88,1,74
34.10321587,-118.3419711,1,2,1,0,1,150 ,30,3,100,0,75
34.10321802,-118.3357438,1,8,2,3,5,99 ,1,44,96,1,299
34.10321839,-118.3415325,1,3,1,1,1,150 ,30,3,100,0,100
34.1032204,-118.3408378,1,2,1,1,1,150 ,30,5,76,0,85
34.10322083,-118.3480118,0,2,1,1,1,5 ,1,2,100,1,25
34.10322272,-118.3374817,1,3,1,1,2,75 ,3,17,89,1,212
34.10322572,-118.344818,1,2,1,0,1,55 ,2,22,90,0,85
34.10323533,-118.3494483,1,4,1,1,2,60 ,2,30,97,1,160
34.10323701,-118.3377194,1,6,2,3,5,110 ,1,87,95,1,296
34.10325169,-118.337155,1,5,1,1,3,69 ,1,2,90,1,169
34.10325365,-118.3314117,1,4,1,1,2,90 ,1,4,80,1,145
34.10327168,-118.3296226,1,4,1,0,1,30 ,1,80,93,0,90
34.10328618,-118.3321565,1,10,2,2,9,150 ,2,22,94,1,250
34.10328781,-118.3393666,1,8,2,3,6,125 ,1,14,87,1,299
34.10328952,-118.3492559,1,5,1,0,2,110 ,1,14,91,1,199
34.1032912,-118.3320042,1,16,2,3,9,150 ,2,7,89,1,250
34.10330004,-118.3449571,1,4,1,1,1,0 ,2,18,88,0,100
34.10330628,-118.349177,1,2,1,0,0,80 ,1,126,96,1,111
34.10330982,-118.3307486,0,2,1,1,1,20 ,2,1,60,1,98
34.10331229,-118.3418152,1,2,1,0,1,150 ,30,2,100,0,69
34.10332212,-118.331497,1,5,1,0,2,55 ,1,4,85,1,125
34.10333172,-118.3453734,1,2,1,0,1,65 ,3,30,95,1,125
34.10333323,-118.3414789,1,4,1,1,2,70 ,1,16,97,0,150
34.10333359,-118.3443307,1,4,1,1,2,60 ,1,19,93,1,105
34.10335072,-118.3301139,1,6,2,2,5,119 ,2,126,94,1,149
34.10335578,-118.3416649,1,2,1,0,1,150 ,30,1,80,0,69
34.10336859,-118.3455501,1,8,3,3,5,140 ,1,76,97,1,299
34.10337145,-118.3301691,1,4,1,0,1,0 ,1,4,90,1,175
34.10338425,-118.3410251,1,2,1,0,1,150 ,30,5,96,0,70
34.1033931,-118.330319,1,3,1,0,2,80 ,1,2,100,1,125
34.10340854,-118.3298158,1,2,1,1,1,40 ,3,60,97,1,109
34.10341496,-118.3115557,1,3,1,1,1,110 ,1,6,100,0,150
34.10341668,-118.3325212,1,2,1,1,1,27 ,6,11,98,0,75
34.10342638,-118.340549,1,7,1,2,0,99 ,1,30,98,0,239
34.10343091,-118.341503,1,2,1,0,1,150 ,30,4,90,0,80
34.10343187,-118.3412122,1,2,1,0,1,150 ,30,3,93,0,80
34.1034335,-118.344186,1,2,1,0,1,19 ,2,31,94,1,89
34.1034445,-118.3317401,1,6,2,2,5,90 ,2,1,80,1,199
34.10344582,-118.3428652,1,3,1,0,2,75 ,1,93,86,0,150
34.10344736,-118.3333848,1,2,1,1,1,60 ,5,2,90,1,55
34.10345306,-118.3390283,1,6,2,2,3,80 ,3,56,95,1,159
34.10347358,-118.3442531,1,6,1,2,4,70 ,1,45,91,1,130
34.10348816,-118.3147694,0,2,1,1,1,20 ,1,68,98,1,48
34.10352074,-118.3292266,1,8,2,2,5,69 ,1,112,97,1,224
34.10353077,-118.3379498,1,4,1,1,1,50 ,2,19,98,0,200
34.1035559,-118.3370141,1,2,1,1,1,15 ,1,10,96,1,75
34.10356746,-118.3337408,1,6,1,2,3,65 ,1,11,87,1,133
34.10357449,-118.3298601,1,5,1,1,5,79 ,1,173,89,1,159
34.10359039,-118.3393395,1,6,2,2,3,200 ,3,3,90,0,200
34.10359696,-118.3423405,1,5,1,1,2,99 ,1,17,94,1,99
34.1036087,-118.3368718,1,8,2,2,3,90 ,1,92,95,1,223
34.10361958,-118.3154964,1,4,1,1,1,10 ,1,120,94,1,125
34.10362443,-118.3322577,0,4,1,1,1,30 ,1,60,98,1,99
34.10363006,-118.3330788,1,16,2,3,11,150 ,2,9,93,1,252
34.10363201,-118.3310995,1,2,1,0,3,50 ,1,119,91,1,116
34.10363423,-118.3274978,1,2,1,1,1,125 ,2,1,100,0,139
34.10363721,-118.3143493,1,2,1,1,1,70 ,3,122,91,1,82
34.10365188,-118.3454613,1,2,1,0,1,65 ,3,12,85,1,120
34.10365194,-118.3349458,1,6,2,2,4,80 ,1,17,86,1,159
34.10365519,-118.3126337,1,1,1,1,1,10 ,5,26,97,0,90
34.10366729,-118.3395571,1,4,1,1,2,75 ,1,68,86,1,75
34.10366936,-118.323428,1,5,1,0,4,110 ,1,10,96,1,199
34.10367361,-118.3337164,0,2,1,1,1,30 ,1,14,96,1,37
34.10368413,-118.3369229,1,4,1,1,2,49 ,1,61,92,1,99
34.10368792,-118.3420468,1,3,1,1,1,110 ,1,49,91,0,130
34.10369143,-118.3368925,1,5,2,2,5,95 ,1,70,94,1,200
34.10370091,-118.3315821,1,4,1,1,2,50 ,1,1,100,1,137
34.10370092,-118.3322408,1,13,2,3,2,150 ,2,1,100,1,350
34.10370318,-118.3458241,1,8,3,3,7,139 ,1,182,92,1,319
34.10370345,-118.331156,1,4,1,1,1,90 ,1,7,94,1,95
34.10370876,-118.3374323,1,6,2,2,5,99 ,1,90,95,1,279
34.10370933,-118.3410645,1,2,1,1,1,150 ,30,2,90,0,85
34.10371004,-118.3158527,0,2,1,1,1,25 ,1,82,96,0,69
34.10371204,-118.3342078,1,3,1,1,1,30 ,1,1,100,1,150
34.10371228,-118.3458556,1,4,1,1,2,55 ,1,74,85,0,139
34.10371338,-118.337544,1,5,1,1,3,79 ,1,9,91,1,179
34.10371432,-118.3441144,1,4,1,1,1,250 ,31,3,93,0,123
34.10372576,-118.3249858,1,6,2,2,5,99 ,1,19,94,1,309
34.10373573,-118.3344709,1,4,1,1,3,69 ,2,40,92,1,128
34.10373975,-118.3216702,1,6,2,2,2,75 ,1,208,92,1,186
34.10374225,-118.3411147,0,2,1,1,1,20 ,1,89,96,0,50
34.10374281,-118.3110336,1,2,1,0,1,55 ,2,6,97,0,80
34.10374599,-118.3127079,0,2,1,1,1,25 ,2,3,100,0,85
34.10375692,-118.3376137,1,8,2,3,8,119 ,1,225,92,1,449
34.10375849,-118.329998,1,3,1,0,1,20 ,1,104,92,1,99
34.10376209,-118.336161,1,5,1,1,3,30 ,1,25,97,1,119
34.10377495,-118.3241712,1,5,1,1,2,79 ,1,7,100,0,159
34.10377747,-118.3436886,1,2,1,1,1,100 ,1,27,98,0,200
34.10378208,-118.3301372,1,3,1,0,2,55 ,1,5,92,1,99
34.10378297,-118.3252873,1,10,2,2,6,110 ,1,11,82,1,220
34.10378383,-118.3322176,1,4,1,0,2,70 ,1,73,94,1,105
34.10378389,-118.3443063,1,2,1,0,1,60 ,1,4,90,0,95
34.10379203,-118.3334718,1,3,1,1,1,30 ,1,3,93,1,150
34.10379837,-118.3271338,1,2,1,0,2,25 ,2,5,80,1,100
34.10379963,-118.3293971,1,4,1,1,2,130 ,1,1,100,0,106
34.10380801,-118.3442116,0,2,2.5,1,1,10 ,1,12,97,0,90
34.10381891,-118.3349741,1,3,1,1,1,30 ,1,2,100,1,150
34.10382206,-118.3131628,1,2,1,1,1,60 ,2,149,99,0,169
34.10382677,-118.3386336,1,8,2,3,4,125 ,1,9,98,1,349
34.10383123,-118.3333758,1,4,1,1,2,45 ,2,61,95,1,130
34.10383654,-118.3317272,0,2,1,1,1,10 ,1,5,100,0,55
34.10384789,-118.3148225,0,2,1,1,1,50 ,3,1,100,1,49
34.10385011,-118.3413795,1,2,1,0,1,70 ,1,164,91,1,145
34.10385297,-118.3199559,1,7,1,1,4,80 ,1,29,89,1,199
34.10385368,-118.3341654,1,3,1,1,1,80 ,6,1,80,1,85
34.10385605,-118.3256207,1,5,2,2,2,60 ,2,13,98,1,189
34.1038568,-118.3331376,1,2,1,1,1,100 ,2,5,95,0,100
34.10386181,-118.3364741,1,4,2,2,2,150 ,1,2,100,0,220
34.10386239,-118.3430304,1,2,1,1,1,80 ,14,11,96,1,87
34.10388418,-118.3329855,1,8,1,1,7,150 ,2,1,100,1,250
34.10389178,-118.3242646,1,6,1,2,5,149 ,5,14,96,1,165
34.10389602,-118.313026,0,2,1,1,1,25 ,2,98,95,0,49
34.10391629,-118.3360194,1,8,2,2,5,99 ,1,12,93,1,299
34.10391678,-118.3322207,0,2,1,1,1,35 ,1,232,99,1,69
34.10391703,-118.337187,1,5,1,1,3,79 ,1,13,97,1,179
34.10393728,-118.3314799,1,4,1,1,2,139 ,1,26,95,1,90
34.10393793,-118.3417803,1,4,1,0,1,80 ,1,39,88,1,98
34.10394169,-118.3374007,1,5,1,1,3,65 ,2,125,90,1,99
34.10395927,-118.3379957,1,7,2,2,3,110 ,1,16,91,1,249
34.10397188,-118.3335678,1,14,2,2,11,150 ,2,2,60,1,280
34.10397554,-118.3305992,1,2,1,0,1,0 ,2,9,100,0,125
34.10398869,-118.3329807,0,2,1,1,1,30 ,25,7,100,0,69
34.10400335,-118.3328645,1,4,1,1,2,60 ,1,111,87,1,99
34.10400772,-118.3340495,1,3,1,0,1,20 ,1,6,87,1,105
34.10401417,-118.3359519,1,2,1,0,1,15 ,2,2,70,1,75
34.10401606,-118.3314425,1,4,1,1,3,50 ,2,7,100,1,180
34.10402082,-118.331143,0,2,1,1,1,20 ,2,18,100,1,95
34.10403176,-118.3304552,1,2,1,0,1,31 ,1,14,87,0,120
34.10403762,-118.3238652,1,6,2,2,2,99 ,1,6,83,0,250
34.10406765,-118.3239205,1,5,2,2,3,175 ,2,17,95,1,259
34.10406834,-118.3312562,1,2,1,1,1,75 ,1,24,87,1,63
34.10407076,-118.314493,1,2,1,0,1,25 ,3,1,100,1,75
34.10408344,-118.3334009,1,13,2,3,11,150 ,2,7,94,1,350
34.10408462,-118.3296774,1,3,1,0,2,129 ,1,14,91,1,70
34.10409109,-118.3316498,1,4,1,1,2,45 ,1,188,96,1,99
34.10409848,-118.3329257,1,4,1,1,2,60 ,1,118,85,0,86
34.10409962,-118.3336384,1,2,1,1,1,100 ,4,48,96,0,125
34.10411496,-118.3243056,1,4,1,1,2,139 ,5,7,91,1,137
34.10411672,-118.3165936,1,2,1,0,1,50 ,2,31,99,0,88
34.1041224,-118.3095704,1,2,1,1,1,39 ,2,87,92,0,99
34.10412777,-118.3342838,1,2,1,1,1,50 ,3,3,100,0,120
34.10414351,-118.332424,1,2,1,0,1,30 ,1,238,89,1,89
34.1041508,-118.3298351,0,1,1,1,1,25 ,1,6,100,1,75
34.10416162,-118.3328088,0,2,1,1,1,0 ,2,31,88,0,82
34.10416409,-118.3292291,1,2,1,0,1,25 ,2,21,98,0,100
34.10416673,-118.335509,1,4,1,1,2,59 ,2,29,93,1,128
34.10416921,-118.3291918,1,6,1,2,5,99 ,1,155,91,1,239
34.10417032,-118.3159439,1,4,1,1,1,70 ,1,37,95,1,119
34.10417179,-118.3305578,1,2,1,0,1,50 ,2,3,93,0,80
34.10417287,-118.3094128,1,4,1,1,2,60 ,1,86,94,1,109
34.10417375,-118.3327426,1,7,1,1,7,150 ,2,11,90,1,150
34.10417392,-118.3114233,1,5,1,1,2,85 ,2,29,97,1,119
34.10419445,-118.3129693,1,2,1,1,1,80 ,3,9,89,0,80
34.10420685,-118.3278938,1,2,1,0,1,30 ,1,91,94,1,95
34.10420715,-118.3275155,1,2,1,0,1,84 ,2,70,86,0,77
34.10421739,-118.3322783,1,2,1,1,1,75 ,1,22,90,1,70
34.10421959,-118.3359386,1,5,1,0,2,65 ,1,129,84,1,107
34.10422078,-118.3364878,1,8,1,0,5,79 ,2,12,93,1,189
34.10422271,-118.3345267,1,4,1,0,1,65 ,1,116,88,1,102
34.10423816,-118.3230857,1,5,1,2,2,80 ,2,5,92,1,300
34.10424384,-118.3123388,1,4,1,1,2,0 ,2,3,90,1,97
34.10425686,-118.3334492,0,2,1,1,1,30 ,1,8,100,1,61
34.10426189,-118.3137153,1,2,1,1,1,60 ,5,4,100,1,70
34.10431329,-118.3137025,1,2,1,0,2,50 ,4,2,100,0,85
34.10432095,-118.3296619,1,4,1,0,1,55 ,1,1,80,0,85
34.10432271,-118.3131526,1,2,1,1,1,60 ,1,4,100,0,95
34.10432625,-118.3317657,1,5,1,1,3,79 ,1,4,95,0,100
34.1043278,-118.3243961,1,5,1,1,3,79 ,1,12,98,0,169
34.10433028,-118.3143713,1,2,1,0,2,15 ,2,10,96,1,79
34.10433829,-118.3341306,1,6,2,2,4,40 ,1,4,95,1,250
34.10434029,-118.3375791,1,6,1,1,4,79 ,2,2,70,1,199
34.1043633,-118.3247297,1,4,1,1,1,100 ,5,16,99,0,199
34.10436903,-118.3351456,1,8,2,2,5,99 ,2,10,84,1,299
34.10437371,-118.3281129,1,2,1,0,1,84 ,2,78,87,1,79
34.10439543,-118.3142132,1,8,2.5,4,5,250 ,4,71,92,0,250
34.10439638,-118.3240289,1,4,1,1,2,139 ,5,12,85,1,145
34.10441259,-118.3312879,1,2,1,0,1,20 ,1,13,97,1,74
34.1044175,-118.3244198,1,5,1,0,1,110 ,1,4,90,1,199
34.10445369,-118.3133999,1,4,1,1,2,70 ,3,122,94,1,109
34.10446369,-118.3331743,1,6,1,1,4,49 ,1,3,100,1,153
34.10446977,-118.3315611,1,3,1,0,1,35 ,1,15,95,0,92
34.10448568,-118.3110348,1,2,1,1,1,65 ,2,1,100,1,125
34.10448716,-118.3113761,1,4,1,1,2,60 ,1,1,100,0,160
34.10449598,-118.3330162,1,3,1,0,2,25 ,2,14,91,0,75
34.10449931,-118.332361,1,4,1,2,3,120 ,2,2,100,1,200
34.10450829,-118.3183154,1,2,1,0,1,80 ,2,65,97,1,71
34.10451876,-118.3195932,0,1,1.5,1,1,100 ,3,3,87,0,75
34.1045224,-118.3108979,1,4,1,1,2,10 ,2,6,97,0,105
34.10452575,-118.3304935,1,4,1,1,2,100 ,1,80,92,0,110
34.10453517,-118.3100733,1,4,1,1,2,39 ,2,134,93,0,99
34.10455719,-118.3182762,1,4,1,1,1,80 ,2,93,98,1,79
34.10457965,-118.318252,0,2,0.5,1,1,12 ,1,1,100,1,47
34.10461687,-118.312529,1,3,1,1,1,50 ,1,11,92,0,89
34.10463775,-118.3158282,1,4,1,1,2,75 ,4,2,100,1,120
34.10463957,-118.3207848,1,2,1,0,1,200 ,2,6,70,0,66
34.10464413,-118.3373668,1,5,1,1,3,79 ,1,8,93,1,179
34.1046491,-118.3327288,1,12,2,2,11,150 ,2,17,96,0,250
34.10471048,-118.3328052,1,5,1,1,3,70 ,1,59,98,1,108
34.10471149,-118.3289924,1,3,1,0,2,99 ,1,33,97,0,89
34.10473976,-118.3129038,1,6,1,2,3,54 ,2,14,77,0,199
34.1047416,-118.3113154,1,4,1,1,3,79 ,1,1,20,1,129
34.10475582,-118.3251765,1,5,1,0,3,99 ,1,8,88,1,199
34.10477373,-118.32916,1,2,1,0,1,84 ,2,56,89,0,80
34.10478963,-118.3112979,1,2,1,1,1,65 ,2,4,100,1,125
34.10479295,-118.3346796,1,6,2,2,3,70 ,1,56,91,1,149
34.10480962,-118.31304,0,4,1,1,2,20 ,1,21,96,1,90
